country_name,country_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Sierra Leone,SLE,2297110,2329204,2363013,2398414,2435204,2473294,2512652,2553529,2596568,2642608,2692259,2745779,2803031,2863739,2927468,2993876,3062956,3134800,3209263,3286179,3365441,3445277,3525399,3608751,3699467,3799550,3912438,4034668,4152984,4249468,4312246,4337239,4331332,4307299,4283621,4274819,4282350,4305455,4353646,4437803,4564297,4739147,4957216,5199549,5439695,5658379,5848692,6015417,6165372,6310260,6458720,6611692,6766103,6922079,7079162,7237025,7396190,7557212,7719729,7883123,8046931,8211069,8375679,8540920,8706972,8873984,9041924,9210650,9379980,9549678,9719531,9889414,10059265,10228964,10398417,10567515,10736157,10904200,11071477,11237831,11403087,11567121,11729839,11891123,12050862,12208952,12365273,12519739,12672291,12822945,12971626,13118294,13262816,13405036,13544775,13681848,13816162,13947666,14076321,14202109,14325016,14444993,14561941,14675792,14786456,14893871,14997966,15098704,15196037,15289930,15380332,15467233,15550596,15630329,15706331,15778555,15846955,15911572,15972460,16029711,16083420,16133599,16180280,16223545,16263431,16300020,16333360,16363508,16390510,16414404,16435233,16453053,16467947,16479983,16489265,16495859,16499858,16501338,16500385,16497057,16491439
Singapore,SGP,1646400,1702400,1750200,1795000,1841600,1886900,1934400,1977600,2012000,2042500,2074500,2112900,2152400,2193000,2229800,2262600,2293300,2325300,2353600,2383500,2413945,2532835,2646466,2681061,2732221,2735957,2733373,2774789,2846108,2930901,3047132,3135083,3230698,3313471,3419048,3524506,3670704,3796038,3927213,3958723,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5791901,5868104,5935053,5991801,6039577,6080859,6119203,6157267,6195856,6234361,6272268,6308561,6342470,6374049,6403636,6431177,6456593,6479855,6500921,6519786,6536433,6550852,6563055,6573038,6580828,6586543,6590274,6592118,6592168,6590442,6586965,6581729,6574759,6566106,6555865,6544175,6531210,6517110,6501970,6485839,6468797,6450915,6432261,6412894,6392876,6372270,6351105,6329449,6307333,6284805,6261878,6238544,6214806,6190675,6166214,6141487,6116579,6091550,6066457,6041287,6016027,5990646,5965131,5939466,5913679,5887781,5861792,5835720,5809586,5783375,5757047,5730525,5703763,5676761,5649559,5622217,5594803,5567391,5540037,5512788,5485679,5458718,5431922
Slovak Republic,SVK,4068095,4191667,4238188,4282017,4327341,4370983,4411666,4449367,4483915,4518607,4538223,4557449,4596622,4641445,4689623,4739105,4789507,4840501,4890125,4938973,4979815,5016105,5055099,5091971,5127097,5161768,5193838,5222840,5250596,5275942,5299187,5303294,5305016,5325305,5346331,5361999,5373361,5383291,5390516,5396020,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439892,5449816,5450987,5451400,5451033,5449675,5447152,5443264,5437850,5430883,5422382,5412314,5400672,5387458,5372681,5356439,5338865,5320187,5300586,5280148,5258947,5237153,5214964,5192521,5169928,5147229,5124461,5101655,5078835,5056022,5033234,5010430,4987554,4964542,4941406,4918094,4894549,4870686,4846431,4821771,4796686,4771122,4745024,4718343,4691096,4663307,4635031,4606346,4577326,4548016,4518496,4488877,4459329,4429950,4400848,4372069,4343752,4316011,4288963,4262656,4237141,4212447,4188629,4165691,4143666,4122538,4102256,4082761,4063989,4045908,4028487,4011649,3995323,3979425,3963909,3948715,3933811,3919171,3904738,3890468,3876316,3862195,3848052,3833804
Slovenia,SVN,1584720,1594131,1603649,1616971,1632114,1649160,1669905,1689528,1704546,1713874,1724891,1738335,1752233,1766697,1776132,1793581,1820249,1842377,1862548,1882599,1901315,1906531,1910334,1922321,1932154,1941641,1965964,1989776,1995196,1996351,1998161,1999429,1996498,1991746,1989443,1989872,1988628,1985956,1981629,1983045,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066748,2081260,2081900,2082055,2081765,2081042,2079870,2078221,2076082,2073482,2070454,2067039,2063281,2059211,2054862,2050247,2045396,2040363,2035168,2029852,2024400,2018830,2013147,2007340,2001428,1995413,1989269,1982975,1976540,1969946,1963190,1956274,1949163,1941851,1934353,1926649,1918780,1910751,1902579,1894281,1885871,1877370,1868793,1860175,1851520,1842867,1834236,1825658,1817165,1808777,1800516,1792414,1784491,1776783,1769296,1762058,1755081,1748392,1742008,1735934,1730183,1724750,1719659,1714899,1710476,1706382,1702584,1699085,1695839,1692859,1690088,1687540,1685142,1682873,1680708,1678623,1676599,1674601,1672622,1670625,1668583,1666453,1664206,1661804
Solomon Islands,SLB,117866,121396,125064,128866,132782,136847,141026,145351,149921,154875,160290,166212,172598,179349,186332,193445,200640,207937,215347,222897,230607,238479,246493,254596,262709,270801,278838,286863,294964,303253,311840,320753,329953,339456,349225,359225,369469,379947,390643,401538,412609,423853,435262,446769,458324,469885,481422,492940,504477,516079,527790,539614,551531,563513,575504,587482,599419,611343,623281,635254,647297,659413,671590,683861,696220,708678,721249,733918,746700,759576,772545,785610,798763,811975,825243,838538,851855,865184,878507,891808,905073,918279,931433,944506,957477,970329,983052,995652,1008125,1020497,1032777,1044961,1057050,1069046,1080928,1092681,1104327,1115864,1127284,1138607,1149835,1160966,1172006,1182936,1193744,1204437,1215002,1225436,1235730,1245877,1255881,1265723,1275403,1284909,1294228,1303349,1312271,1320978,1329472,1337742,1345769,1353564,1361124,1368442,1375507,1382333,1388928,1395264,1401380,1407259,1412914,1418356,1423587,1428595,1433391,1437975,1442348,1446524,1450495,1454276,1457877
Somalia,SOM,2755947,2814096,2874190,2936443,3001126,3068437,3143836,3228495,3313786,3387632,3444553,3470324,3475022,3506008,3627504,3880320,4289469,4827362,5417740,5953615,6359126,6604872,6716448,6740220,6747932,6791716,6887372,7018109,7165295,7298417,7397347,7455936,7488544,7519811,7583954,7704894,7892389,8137475,8422372,8720231,9011479,9290823,9564167,9836397,10116228,10409925,10718317,11038596,11369276,11707990,12053223,12404725,12763776,13132349,13513125,13908129,14317996,14742523,15181925,15636171,16105174,16589196,17088214,17601387,18127560,18665849,19215918,19777797,20351526,20937235,21535019,22144759,22766243,23399316,24043828,24699613,25366549,26044595,26733772,27434193,28145899,28868760,29602596,30347355,31102953,31869275,32646129,33433209,34230143,35036488,35851792,36675703,37507879,38347878,39195255,40049539,40910365,41777303,42649847,43527437,44409572,45295820,46185811,47079289,47976033,48875776,49778160,50682757,51589203,52497144,53406176,54315940,55225970,56135826,57044994,57953019,58859452,59763861,60665741,61564563,62459838,63351057,64237810,65119765,65996642,66868091,67733787,68593231,69445711,70290422,71126692,71954064,72772292,73581259,74380862,75171009,75951530,76722209,77482753,78232788,78971914
South Africa,ZAF,17456855,17920673,18401608,18899275,19412975,19942303,20486439,21045785,21622590,22219897,22839451,23482813,24148137,24829693,25519604,26212405,26904349,27597297,28298150,29017049,29760471,30532954,31330259,32139708,32943584,33730148,34490419,35230249,35970537,36740883,37560525,38437855,39360225,40300161,41218901,42088165,42898520,43657024,44372112,45058775,45728315,46385006,47026173,47648727,48247395,48820586,49364582,49887181,50412129,50970818,51584663,52263516,52998213,53767396,54539571,55291225,56015473,56717156,57398421,58065097,58721229,59365976,59996049,60610627,61208783,61790036,62354046,62901489,63434258,63954945,64465553,64966820,65458712,65941517,66415347,66880284,67336588,67784496,68223898,68654603,69076390,69489280,69893177,70287615,70672007,71045890,71409062,71761505,72103201,72434216,72754583,73064293,73363273,73651446,73928740,74195134,74450606,74695246,74929297,75153084,75366857,75570731,75764692,75948783,76123016,76287421,76442082,76587038,76722197,76847396,76962552,77067677,77162902,77248471,77324638,77391684,77449734,77498866,77539158,77570649,77593422,77607596,77613358,77610889,77600405,77582110,77556170,77522747,77482021,77434204,77379500,77318066,77250064,77175658,77094975,77008161,76915383,76816784,76712528,76602773,76487698
South Sudan,SSD,2955152,3011110,3069913,3131557,3196113,3263638,3334191,3407800,3484537,3564465,3647709,3734418,3824762,3918922,4017075,4119438,4224529,4332287,4445826,4569423,4705224,4853927,5011726,5170558,5319609,5450424,5565545,5666078,5741235,5777498,5768481,5705378,5599814,5490915,5431738,5459519,5591114,5814006,6099923,6405864,6700656,6974442,7237276,7501642,7787655,8108877,8468152,8856800,9263136,9670667,10067192,10448857,10818258,11177490,11530971,11882136,12230730,12575714,12919053,13263184,13610007,13960428,14314458,14671974,15032440,15395477,15761305,16130267,16502233,16876974,17254367,17634307,18016908,18402372,18790970,19182891,19578154,19976625,20378119,20782386,21189205,21598427,22009951,22423660,22839397,23257015,23676336,24097135,24519204,24942321,25366221,25790726,26215574,26640443,27064973,27488849,27911806,28333629,28754081,29172953,29590035,30005108,30417939,30828276,31235914,31640614,32042173,32440419,32835177,33226311,33613665,33997062,34376340,34751362,35122026,35488178,35849687,36206378,36558096,36904653,37245862,37581614,37911774,38236172,38554620,38866972,39173122,39473006,39766572,40053785,40334627,40609074,40877110,41138744,41393996,41642882,41885468,42121818,42352021,42576186,42794448
Spain,ESP,30455000,30739250,31023366,31296651,31609195,31954292,32283194,32682947,33113134,33441054,33814531,34224490,34604469,34988947,35373335,35757900,36137812,36511638,36864898,37191330,37491165,37758631,37986012,38171525,38330364,38469512,38584624,38684815,38766939,38827764,38867322,38966376,39157685,39361262,39549108,39724050,39889852,40057389,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46572028,46397452,46441049,46459219,46449574,46423955,46386885,46345986,46306820,46270109,46233609,46196536,46157408,46115125,46069477,46020920,45969682,45916257,45860815,45803187,45742834,45679133,45611267,45538502,45460397,45376471,45285753,45187130,45079683,44963043,44836913,44700584,44553290,44394558,44224268,44042751,43850540,43648447,43437294,43217650,42990176,42755950,42516227,42272217,42024887,41775202,41524455,41274023,41025211,40779019,40536428,40298705,40067160,39842942,39626720,39419133,39221202,39033983,38858203,38694133,38541621,38400321,38269636,38148865,38037696,37935443,37840691,37751614,37666643,37584961,37505910,37428414,37351373,37273831,37195097,37114632,37032117,36947276,36859888,36769768,36676712,36580552,36481118,36378242
Sri Lanka,LKA,9874481,10111646,10352188,10597520,10849979,11110828,11380683,11657660,11937611,12214968,12485756,12747842,13002275,13252087,13501986,13755161,14012817,14273272,14533376,14788607,15035856,15273391,15502515,15726802,15951422,16179796,16412711,16647945,16882189,17110713,17329713,17539633,17740637,17928576,18098348,18247121,18372120,18476505,18570701,18669103,18781938,18913054,19059300,19215307,19372538,19524558,19670151,19810789,19945832,20075086,20198353,20315017,20425000,20585000,20771000,20966000,21203000,21444000,20950041,21018859,21084042,21145999,21204501,21258732,21307487,21349942,21385841,21415549,21439690,21459185,21474701,21486363,21493979,21497516,21496867,21491895,21482630,21469003,21450633,21427001,21397716,21362744,21322134,21275735,21223391,21165080,21100790,21030795,20955601,20875918,20792352,20705198,20614645,20521025,20424689,20325944,20225056,20122278,20017834,19911952,19804831,19696639,19587500,19477599,19367046,19255946,19144395,19032438,18919992,18806936,18693181,18578721,18463575,18347704,18231053,18113572,17995257,17876135,17756244,17635633,17514368,17392463,17269967,17146936,17023428,16899516,16775265,16650719,16525927,16400944,16275814,16150615,16025415,15900322,15775436,15650838,15526642,15402939,15279830,15157406,15035749
Sudan,SDN,7544491,7769482,8004121,8248812,8503994,8770097,9047798,9337657,9639840,9954410,10281700,10621472,10974622,11343926,11732958,12144135,12578407,13034625,13510421,14002303,14507468,15027270,15562194,16107730,16658054,17210187,17757169,18302587,18866319,19475609,20147590,20893625,21701476,22535937,23347885,24102986,24786190,25410451,26003542,26607042,27250535,27945005,28679565,29435944,30186341,30911914,31607064,32282526,32955496,33650619,34385963,35167314,35990192,36849918,37737913,38647803,39578828,40533330,41511526,42514094,43541203,44592440,45666292,46760545,47872430,48999711,50141051,51296028,52464484,53646648,54842478,56051316,57272095,58503852,59745525,60996110,62254963,63521438,64794628,66073569,67357464,68645673,69937787,71233507,72532615,73834917,75140027,76447622,77757697,79070356,80385607,81703192,83022778,84344136,85667046,86991221,88316261,89641704,90967182,92292266,93616439,94939166,96259738,97577324,98890985,100199791,101503078,102800068,104089643,105370527,106641644,107902296,109151925,110389870,111615480,112828238,114027659,115213464,116385599,117544206,118689326,119820752,120938321,122042246,123132881,124210435,125274950,126326167,127363607,128386621,129394703,130387628,131365393,132328111,133275944,134208984,135127231,136030560,136918736,137791396,138648073
Suriname,SUR,289966,298188,306328,314528,322997,331793,341133,350751,359733,366848,371273,372623,371324,368344,365099,362654,361364,361043,361457,362125,362777,363325,364032,365300,367660,371470,376867,383654,391391,399492,407472,415216,422763,430039,437037,443724,450036,455954,461560,467003,472390,477740,483044,488332,493630,498946,504307,509705,515148,520619,526103,531589,537077,542540,547928,553208,558368,563402,568301,573085,577752,582296,586707,590977,595108,599095,602926,606611,610141,613514,616728,619782,622677,625407,627981,630385,632633,634711,636632,638402,640018,641482,642806,643990,645016,645908,646655,647273,647753,648129,648399,648567,648641,648623,648520,648327,648041,647674,647229,646701,646101,645421,644670,643846,642953,641991,640948,639848,638683,637443,636137,634757,633317,631801,630231,628607,626931,625197,623423,621592,619707,617773,615797,613784,611730,609652,607551,605417,603263,601097,598903,596701,594484,592255,590014,587774,585512,583244,580970,578685,576392
Sweden,SWE,7484656,7519998,7561588,7604328,7661354,7733853,7807797,7867931,7912273,7968072,8042801,8098334,8122300,8136312,8159955,8192437,8222286,8251540,8275599,8293678,8310531,8320503,8325263,8329033,8336605,8350386,8369829,8397804,8436489,8492964,8558835,8617375,8668067,8718561,8780745,8826939,8840998,8846062,8850974,8857874,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10067744,1391385,1415414,1439295,1462954,1486380,1509567,1532540,1555332,1577900,1600277,1622466,1644509,1666435,1688252,1709967,1731598,1753160,1774685,1796164,1817596,1838959,1860223,1881370,1902384,1923255,1943943,1964402,1984608,2004530,2024145,2043447,2062416,2081036,2099295,2117164,2134631,2151666,2168275,2184426,2200118,2215348,2230114,2244414,2258249,2271613,2284506,2296922,2308867,2320338,2331331,2341854,2351906,2361476,2370583,2379225,2387406,2395119,2402388,2409207,2415579,2421519,2427033,2432127,2436801,2441071,2444933,2448437,2451561,2454328,2456728,2458787,2460482,2461834,2462840,2463509,2463844,2463846,2463545,2462920,2461985,2460730,2459175,2457301
Switzerland,CHE,5327827,5434294,5573815,5694247,5789228,5856472,5918002,5991785,6067714,6136387,6180877,6213399,6260956,6307347,6341405,6338632,6302504,6281174,6281738,6294365,6319408,6354074,6391309,6418773,6441865,6470365,6504124,6545106,6593386,6646912,6715519,6799978,6875364,6938265,6993795,7040687,7071850,7088906,7110001,7143991,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8466017,9982709,10053135,10121686,10188119,10252422,10314825,10375710,10435342,10493845,10551107,10606810,10660539,10712041,10761291,10808532,10854142,10898630,10942470,10985788,11028687,11071464,11114443,11157892,11201901,11246533,11291859,11337945,11384781,11432414,11480747,11529447,11578083,11626301,11673975,11721089,11767487,11813049,11857677,11901302,11943914,11985571,12026368,12066397,12105658,12144207,12182207,12219897,12257434,12294889,12332238,12369556,12406865,12444178,12481527,12518872,12556066,12592922,12629266,12665087,12700376,12735043,12768994,12802156,12834529,12866162,12897159,12927680,12957860,12987702,13017276,13046796,13076577,13106791,13137506,13168668,13200113,13231667,13263151,13294431,13325373,13355895,13385966,13415547
Syria,SYR,4573512,4721896,4875422,5034646,5200336,5373137,5553246,5740710,5935860,6139048,6350541,6570857,6800141,7037851,7283177,7535714,7794662,8060649,8336418,8625690,8930774,9252851,9590227,9938847,10293049,10648632,11004272,11360852,11719071,12080444,12446171,12815219,13187085,13564167,13949697,14345492,14755286,15177456,15602210,16016092,16410848,16766899,17087901,17415266,17806638,18294611,18914977,19632806,20325443,20824893,21018834,20863993,20420701,19809141,19203090,18734987,18430453,18269868,8544034,8608259,8670535,8731111,8789509,8846072,8901021,8954578,9007018,9058436,9108617,9157185,9203908,9248770,9291930,9333466,9373492,9412115,9449364,9485304,9520093,9553924,9586938,9619178,9650663,9681487,9711755,9741501,9770811,9799607,9827620,9854475,9879901,9903822,9926335,9947458,9967270,9985870,10003266,10019527,10034835,10049420,10063505,10077143,10090390,10103417,10116349,10129335,10142441,10155646,10168863,10181943,10194761,10207303,10219598,10231553,10243054,10254046,10264500,10274461,10283991,10293224,10302232,10311050,10319688,10328284,10336957,10345817,10354897,10364185,10373653,10383253,10392925,10402629,10412333,10421996,10431583,10441021,10450238,10459129,10467561,10475374,10482416
Tajikistan,TJK,2087038,2159123,2236559,2318234,2402455,2487953,2574478,2662230,2750894,2840228,2930079,3020391,3111264,3203019,3296095,3390935,3487644,3586499,3688385,3794420,3905413,4020778,4140258,4265247,4397525,4537789,4687283,4843951,5001110,5149803,5283728,5400714,5502976,5594114,5679832,5764712,5849540,5934282,6021691,6114886,6216205,6327125,6447688,6576877,6712841,6854176,7000557,7152385,7309728,7472819,7641630,7815949,7995062,8177809,8362745,8548651,8734951,8921343,18284407,18499181,18924442,19586107,20466483,21475277,22487636,23410906,24211928,24907221,25514968,26072715,26608489,27120835,27597719,28045737,28472807,28885224,29286341,29677328,30059500,30433257,30798944,31158103,31511711,31858600,32196795,32524870,32842724,33150990,33449891,33739798,34021051,34293685,34557725,34813506,35061428,35301808,35534769,35760353,35978642,36189653,36393430,36590004,36779360,36961357,37135834,37302609,37461631,37612865,37756160,37891373,38018375,38137084,38247475,38349488,38443102,38528286,38605036,38673351,38733216,38784596,38827508,38862013,38888191,38906164,38916058,38918013,38912248,38898954,38878213,38850136,38814874,38772740,38724135,38669554,38609554,38544671,38475478,38402544,38326432,38247683,38166870
Tanzania,TZA,10074507,10373398,10683906,11005905,11339097,11683528,12038903,12406040,12787489,13186557,13605529,14045824,14506617,14985131,15477294,15980301,16493305,17017670,17555494,18109884,18683157,19277108,19891548,20524666,21173603,21836999,22511243,23198533,23909954,24660575,25459604,26315013,27219619,28149328,29070615,29960776,30811854,31635251,32451713,33291540,34178042,35117019,36105808,37149072,38249984,39410545,40634948,41923715,43270144,44664231,46098591,47570902,49082997,50636595,52234869,53879957,55572201,57310019,9107211,9292000,9475246,9656648,9835989,10013102,10187895,10360358,10530400,10698174,10864265,11029469,11194411,11359262,11524091,11689347,11855513,12022921,12191668,12361646,12532613,12704211,12876073,13048084,13219991,13391114,13560613,13727805,13892383,14054239,14213113,14368845,14521291,14670318,14815895,14958122,15097206,15233335,15366521,15496853,15624619,15750206,15873917,15995855,16116022,16234486,16351289,16466436,16579941,16691758,16801737,16909677,17015383,17118811,17219869,17318327,17413915,17506400,17595708,17681829,17764806,17844715,17921621,17995531,18066476,18134576,18199983,18262846,18323183,18381062,18436566,18489877,18541062,18590156,18637148,18681967,18724549,18764776,18802589,18837900,18870658,18900788,18928234
Thailand,THA,27397175,28224204,29081034,29967041,30881332,31822796,32789096,33778504,34790945,35826804,36884913,37964925,39061994,40164966,41259536,42334954,43386841,44416010,45423436,46412307,47385323,48337503,49267560,50186199,51108082,52041469,52996467,53964406,54912334,55795106,56582821,57258401,57837878,58364891,58901666,59491790,60151472,60863506,61597283,62306651,62958021,63543322,64073164,64554952,65002231,65425470,65824164,66195615,66545760,66881867,67208808,67530130,67843979,68143065,68416772,68657600,68863514,69037513,69183173,69306160,69410868,69498124,69567505,69620740,69659623,69685486,69699233,69700973,69690112,69665506,69626212,69572239,69503583,69419331,69318316,69199658,69063054,68908559,68736189,68546100,68338474,68113513,67871436,67612500,67337055,67045545,66738552,66416815,66081200,65732697,65372345,65000998,64619697,64230009,63833670,63432268,63026830,62618284,62207926,61797076,61386890,60978249,60571773,60167904,59766873,59368943,58974436,58583741,58197221,57815215,57437935,57065552,56697953,56334638,55974925,55618214,55264345,54913273,54564711,54218367,53874002,53531546,53190937,52852062,52514784,52179082,51845011,51512756,51182649,50855119,50530584,50209398,49891907,49578419,49269307,48964988,48665958,48372811,48086194,47806874,47535689
Timor-Leste,TLS,499950,508845,518107,527749,537786,548218,558676,569031,579807,591739,605125,620945,638499,654437,664223,664984,654947,636096,613857,595872,587563,591005,604430,624648,646688,666945,684184,699522,714474,731444,751933,777011,805435,833611,856684,871447,875916,871994,865194,863269,871607,892531,923825,960852,996698,1026484,1048621,1064973,1078110,1092021,1109591,1131523,1156760,1184366,1212814,1240977,1268671,1296311,1324094,1352360,1381400,1411186,1441606,1472627,1504218,1536341,1568990,1602138,1635743,1669749,1704105,1738771,1773737,1808945,1844357,1879943,1915666,1951503,1987438,2023461,2059551,2095702,2131893,2168103,2204289,2240424,2276497,2312518,2348526,2384588,2420760,2457053,2493429,2529883,2566358,2602839,2639303,2675729,2712117,2748430,2784665,2820804,2856799,2892608,2928172,2963441,2998395,3032986,3067186,3100929,3134185,3166911,3199084,3230707,3261769,3292268,3322192,3351520,3380227,3408284,3435668,3462364,3488373,3513722,3538426,3562502,3585955,3608799,3630995,3652568,3673506,3693800,3713468,3732496,3750889,3768649,3785768,3802248,3818079,3833247,3847760
Togo,TGO,1580513,1597526,1612755,1631764,1662073,1708630,1774029,1855442,1945780,2034907,2115522,2185662,2247582,2303345,2356622,2410446,2464455,2518566,2576469,2642846,2720839,2812039,2915066,3026238,3140237,3252994,3364020,3474080,3581928,3686373,3786940,3882271,3973327,4064926,4163642,4274024,4398238,4534551,4679023,4825704,4970367,5111770,5251472,5391401,5534598,5683268,5837792,5997385,6161796,6330472,6502952,6679282,6859482,7042948,7228915,7416802,7606374,7797694,7990926,8186384,8384291,8584627,8787334,8992575,9200531,9411356,9625068,9841604,10060882,10282798,10507241,10734128,10963365,11194773,11428165,11663343,11900152,12138472,12378124,12618921,12860688,13103308,13346634,13590457,13834554,14078714,14322800,14566742,14810565,15054358,15298154,15541914,15785514,16028791,16271558,16513670,16754990,16995482,17235164,17474071,17712220,17949528,18185870,18421101,18655037,18887516,19118433,19347667,19575072,19800497,20023795,20244838,20463516,20679696,20893261,21104102,21312092,21517135,21719121,21917941,22113506,22305746,22494566,22679822,22861336,23039006,23212714,23382471,23548330,23710418,23868799,24023510,24174500,24321735,24465166,24604759,24740517,24872484,25000728,25125364,25246548
Tonga,TON,61601,63745,66259,69005,71757,74362,76779,79052,81097,82877,84369,85518,86347,86988,87609,88348,89254,90295,91364,92300,93007,93453,93681,93774,93842,93953,94145,94384,94667,94929,95153,95333,95496,95644,95833,96076,96369,96725,97135,97591,98082,98611,99184,99789,100406,101041,101689,102357,103005,103604,104137,104577,104951,105328,105782,106364,107122,108020,109008,110041,111037,111993,112933,113867,114810,115793,116806,117838,118902,119967,121055,122155,123261,124378,125489,126596,127696,128778,129848,130889,131906,132874,133812,134714,135575,136387,137164,137901,138595,139268,139926,140567,141193,141825,142441,143068,143692,144319,144955,145594,146232,146882,147533,148183,148821,149465,150094,150715,151316,151902,152465,153005,153521,154007,154462,154888,155284,155645,155967,156262,156528,156774,156989,157177,157347,157486,157617,157734,157825,157914,157986,158048,158103,158150,158189,158212,158236,158238,158243,158234,158212
Trinidad and Tobago,TTO,848479,865360,880023,892569,903275,912417,919903,925909,931468,937848,945993,956366,968741,982592,997053,1011490,1025658,1039761,1054116,1069202,1085308,1102556,1120611,1138676,1155695,1170928,1184051,1195247,1204893,1213624,1221900,1229907,1237487,1244407,1250318,1255001,1258364,1260678,1262542,1264775,1267984,1272380,1277837,1284052,1290535,1296934,1303144,1309260,1315372,1321618,1328100,1334788,1341588,1348248,1354493,1360092,1364962,1369125,1372598,1375443,1377729,1379418,1380527,1381081,1381161,1380806,1380053,1378913,1377438,1375667,1373659,1371432,1369003,1366384,1363585,1360624,1357502,1354234,1350803,1347219,1343469,1339566,1335486,1331235,1326759,1322051,1317115,1311945,1306542,1300915,1295069,1289006,1282738,1276281,1269644,1262854,1255920,1248858,1241681,1234437,1227120,1219758,1212377,1204978,1197595,1190249,1182957,1175717,1168550,1161456,1154430,1147485,1140623,1133851,1127191,1120643,1114205,1107879,1101658,1095542,1089510,1083578,1077737,1071972,1066286,1060676,1055134,1049651,1044227,1038860,1033537,1028264,1023028,1017839,1012707,1007607,1002562,997563,992626,987733,982905
Tunisia,TUN,4176266,4235937,4303131,4377637,4458611,4545339,4638275,4737627,4842167,4950153,5060397,5172691,5287543,5405355,5526764,5652476,5781796,5915006,6054911,6205212,6368167,6545024,6733961,6930387,7127941,7321876,7509756,7692254,7871459,8050932,8232797,8417684,8603225,8784888,8956596,9113975,9256037,9384152,9499395,9603742,9699197,9785701,9864326,9939678,10017601,10102482,10196136,10298087,10407336,10521834,10639931,10761467,10886668,11014558,11143908,11273661,11403248,11532127,11659174,11783168,11903136,12018514,12129081,12234744,12335544,12431567,12522733,12609003,12690652,12768070,12841615,12911452,12977761,13041066,13101996,13161033,13218388,13274214,13328717,13382109,13434541,13486103,13536750,13586318,13634522,13681104,13725973,13769036,13809984,13848406,13883996,13916620,13946230,13972644,13995723,14015357,14031513,14044238,14053678,14060038,14063520,14064231,14062297,14057957,14051525,14043260,14033324,14021865,14009094,13995249,13980513,13965030,13948904,13932236,13915085,13897526,13879619,13861432,13842991,13824302,13805379,13786229,13766849,13747210,13727278,13706996,13686371,13665332,13643792,13621624,13598730,13575048,13550523,13525161,13498937,13471816,13443778,13414757,13384691,13353494,13321053
Turkey,TUR,27472331,28146893,28832805,29531342,30244232,30972965,31717477,32477961,33256432,34055361,34876267,35720568,36587225,37472298,38370241,39277211,40189511,41108248,42039935,42993991,43975921,44988356,46025357,47073422,48114105,49133883,50128489,51100878,52053704,52992429,53921699,54840531,55748875,56653729,57564132,58486381,59423208,60372499,61329590,62287326,63240121,64191474,65143054,66085803,67007855,67903406,68763405,69597281,70440032,71339185,72326914,73409455,74569867,75787333,77030628,78271472,79512426,80745020,81916871,82961805,83835750,84514623,85018678,85404040,85752414,86124851,86538218,86980348,87448212,87930070,88416609,88911982,89420636,89932642,90434305,90915264,91371620,91804610,92215299,92606684,92980818,93337049,93673545,93989970,94286019,94561424,94815952,95049536,95262354,95454730,95626879,95778945,95910848,96022261,96112748,96182060,96230280,96257793,96265026,96252581,96221010,96170780,96102296,96016095,95912763,95792894,95657028,95505818,95340210,95161248,94969861,94766751,94552452,94327544,94092548,93848004,93594376,93332203,93062099,92784712,92500581,92210226,91913898,91611539,91302878,90987823,90666605,90339681,90007536,89670703,89329723,88984998,88636885,88285717,87931792,87575504,87217276,86857626,86497133,86136453,85776302
